objectid,subject,format,filename,CO_LOC_RES,NTEEC,NAICS,title,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,RULEDATE15,RULEDATE15,RULEMONTH,date,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP,GZIP5
8404200940,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A40,710000,PHILADELPHIA SKETCH CLUB,PHILADELPHIA SKETCH CLUB,,,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,19107,,,,,,2159257866,HTTP://SKETCHCLUB.ORG,201405,4,149102,138563,235 S CAMAC ST,PHILADELPHIA,PA,199102,199102,02,1991,-75.16154,39.94726,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,19107
8404201045,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,,101 S INDEPENDENCE MALL E,PHILADELPHIA,PA,19106-2517,19106,,,,,,2159233811,HTTP://WWW.NMAJH.ORG,201306,7,6502700,5387716,101 S INDEPENDENCE MALL,PHILADELPHIA,PA,197409,197409,09,1974,-75.14808,39.95046,101 S INDEPENDENCE MALL,PHILADELPHIA,PA,19106-2517,19106
8404201047,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,624230,FIREMAN'S HALL MUSEUM,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,,,147 N SECOND STREET,PHILADELPHIA,PA,19106,19106,,,,,,2159231438,HTTP://WWW.FIREMANSHALL.ORG,201312,4,210330,149363,147 N 2ND ST,PHILADELPHIA,PA,197407,197407,07,1974,-75.1429,39.95336,147 N 2ND ST,PHILADELPHIA,PA,19106-2010,19106
8404201414,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,ENVISION PEACE MUSEUM,ENVISION PEACE MUSEUM,,,1651 BEN FRANKLN PKWY,PHILADELPHIA,PA,19103-1222,19103,,,,,,,,201312,3,96588,96588,1501 CHERRY ST,PHILADELPHIA,PA,200707,200707,07,2007,-75.16508,39.95568,1501 CHERRY ST,PHILADELPHIA,PA,19102-1403,19102
8404201442,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,PHILADELPHIA JEWISH SPORTS HALL OF FAME,PHILADELPHIA JEWISH SPORTS HALL OF FAME INC,,,1601 MARKET ST STE 2600,PHILADELPHIA,PA,19103-2349,19103,,,,,,,HTTP://PHILLYJEWISHSPORTS.ORG/,201406,4,112869,112869,1600 MARKET ST STE 2500,PHILADELPHIA,PA,200809,200809,09,2008,-75.16738,39.95247,1600 MARKET ST STE 2500,PHILADELPHIA,PA,19103-7225,19103
8404201626,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,PENN TREATY MUSEUM,PENN TREATY MUSEUM INC,,,1037 SHACKAMAXON STREET,PHILADELPHIA,PA,19125-4132,19125,,,,,,,HTTP://PENNTREATYMUSEUM.ORG/WORDPRESS/,201212,0,0,0,1037 SHACKAMAXON ST,PHILADELPHIA,PA,200907,200907,07,2009,-75.13275,39.96787,1037 SHACKAMAXON ST,PHILADELPHIA,PA,19125-4132,19125
8404201651,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B03,710000,CENTER FOR ARCHITECTURE,CENTER FOR ARCHITECTURE,,,1218 ARCH ST,PHILADELPHIA,PA,19107-2816,19107,,,,,,2155693186,HTTP://WWW.PHILADELPHIACFA.ORG,201312,5,753895,753895,1218 ARCH STREET FIRST F,PHILADELPHIA,PA,200309,200309,09,2003,-75.15944,39.94991,1218 ARCH STREET FIRST F,PHILADELPHIA,PA,19107-2816,19107
8409400071,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,BENJAMIN FRANKLIN MUSEUM,BENJAMIN FRANKLIN MUSEUM,,,317 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,-75.14681,39.94906,317 CHESTNUT ST,PHILADELPHIA,PA,19106,19106
8409400201,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,FRANKLIN COURT PRINTING OFFICE,FRANKLIN COURT PRINTING OFFICE,,,318 MARKET ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,-75.14595,39.95011,318 MARKET ST,PHILADELPHIA,PA,19106,19106
8409400275,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,INDEPENDENCE HALL,INDEPENDENCE HALL,,,520 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,-75.14765,39.94998,520 CHESTNUT ST,PHILADELPHIA,PA,19106,19106
8409400293,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A23,712110,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,,,610 PINE ST,PHILADELPHIA,PA,19106-4109,19106,,,,,,,,,0,,,610 PINE ST,PHILADELPHIA,PA,201307,201307,07,2013,-75.15231,39.94388,610 PINE ST,PHILADELPHIA,PA,19106-4109,19106
8409400327,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,LIBERTY BELL CENTER,LIBERTY BELL CENTER,,,526 MARKET ST,PHILADELPHIA,PA,19106,19106,,,,,,,,,,,,,,,,,,,-75.14765,39.94998,526 MARKET ST,PHILADELPHIA,PA,19106,19106
8409400450,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,NATIONAL ARCHIVES AT PHILADELPHIA,NATIONAL ARCHIVES AT PHILADELPHIA,,,14700 TOWNSEND ROAD,PHILADELPHIA,PA,19154,19154,,,,,,,,,,,,,,,,,,,-74.96628,40.11766,14700 TOWNSEND ROAD,PHILADELPHIA,PA,19154,19154
8409400474,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,NATIONAL LIBERTY MUSEUM,NATIONAL LIBERTY MUSEUM,,,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,19106,,,,,,,,201312,7,6576740,4358546,321 CHESTNUT ST,PHILADELPHIA,PA,199509,199509,09,1995,-75.14681,39.94906,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,19106
8409400583,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A11,813219,RYERSS LIBRARY AND MUSEUM,FRIENDS OF RYERSS LIBRARY AND MUSEUM,,,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,19111,,,,,,,,201405,0,0,0,7370 CENTRAL AVE,PHILADELPHIA,PA,201504,201504,04,2015,-75.09012,40.06565,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,19111
8409501415,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,MULTIPLE GALLERIES,B43,611310,DREXEL COLLECTION,DREXEL UNIVERSITY,A J DREXEL PICTURE GALLERY; PECK GALLERY; RINCLIFF GALLERY,,3141 CHESTNUT STREET,PHILADELPHIA,PA,19104,19104,,,,,,2158952000,HTTP://DREXEL.EDU/DREXELCOLLECTION/,201306,9,1014902481,938599729,3201 ARCH ST STE 400,PHILADELPHIA,PA,192708,192708,08,1927,-75.18805,39.95789,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,19104
8409501715,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,PALEY DESIGN CENTER,PHILADELPHIA UNIVERSITY,,,4201 HENRY AVENUE,PHILADELPHIA,PA,19144,19144,,,,,,2159512979,HTTP://THEDESIGNCENTER.TUMBLR.COM/#_=_,201306,9,133178304,131527303,4201 HENRY AVE,PHILADELPHIA,PA,195208,195208,08,1952,-75.19411,40.02232,4201 HENRY AVE,PHILADELPHIA,PA,19144-5409,19144
8400900099,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A51,712110,BARNES MUSEUM,BARNES FOUNDATION,,,85 N MAIN ST,SOUTHINGTON,CT,6489,6489,,,,,,8606285426,,201312,8,31510061,17595753,2025 BENJAMIN FRANKLIN P,PHILADELPHIA,PA,192302,192302,02,1923,-75.17227,39.95966,2025 BENJAMIN FRANKLIN P,PHILADELPHIA,PA,19130-3602,19130
8402400131,SCI,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,U99,712110,FRANK FORD MUSEUM SOCIETY,FRANK FORD MUSEUM SOCIETY INC,,,8654 TOWER DRIVE,LAUREL,MD,20723,20723,1507 ORTHODOX ST,PHILADELPHIA,PA,20723,20723,2157436030,HTTP://WWW.FRANKFORDHISTORICALSOCIETY.ORG/,201312,0,0,0,8654 TOWER DR,LAUREL,MD,200412,200412,12,2004,-75.0867,40.01565,1507 ORTHODOX ST,PHILADELPHIA,PA,20723,20723
8403800037,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A51,712110,3D STREET GALLERY,3D STREET GALLERY,,,310 KITTSON AVE,GRAND FORKS,ND,62918,58201,45 NORTH 2ND STREET,PHILADELPHIA,PA,62918,62918,2156250993,HTTP://WWW.THETHIRDSTREETGALLERY.COM,201412,0,0,0,310 KITTSON AVE,GRAND FORKS,ND,200612,200612,12,2006,-75.14338,39.95112,45 NORTH 2ND STREET,PHILADELPHIA,PA,62918,62918
8404200072,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,OLD CITY JEWISH ARTS CENTER,OLD CITY JEWISH ARTS CENTER,,,119 N 3RD ST,PHILADELPHIA,PA,19106,19106,,,,,,2159231222,HTTP://WWW.JEWISHARTCENTER.COM/CGI-SYS/SUSPENDEDPAGE.CGI,,,,,,,,,,,,-75.14503,39.95267,119 N 3RD ST,PHILADELPHIA,PA,19106,19106
8404200167,ZAW,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,INSECTARIUM,INSECTARIUM,,,8046 FRANKFORD AVE,PHILADELPHIA,PA,19136,19136,,,,,,2153359500,HTTP://INSECTARIUMINSTITUTE.COM/,,,,,,,,,,,,-75.02717,40.04221,8046 FRANKFORD AVE,PHILADELPHIA,PA,19136,19136
8404200194,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,ESTATE,C30,813312,GLEN FOERD ON THE DELAWARE,GLEN FOERD CONSERVATION CORP,,,5001 GRANT AVENUE,PHILADELPHIA,PA,19114,19114,,,,,,2156325330,HTTP://WWW.GLENFOERD.ORG,201312,4,318500,311882,5001 GRANT AVE,PHILADELPHIA,PA,198603,198603,03,1986,-74.98141,40.05178,5001 GRANT AVE,PHILADELPHIA,PA,19114-3154,19114
8404200328,BOT,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,C42,813410,HANSBERRY GARDEN & NATURE CENTER,HANSBERRY GARDEN & NATURE CENTER INC,,,123 WEST APSLEY STREET,PHILADELPHIA,PA,19144,19144,5150 WAYNE AVENUE,PHILADELPHIA,PA,19144,19144,,HTTP://HANSBERRYGARDEN.COM,201312,0,0,0,123 W APSLEY ST,PHILADELPHIA,PA,200407,200407,07,2004,-75.1695,40.02628,5150 WAYNE AVENUE,PHILADELPHIA,PA,19144,19144
8404200409,BOT,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,C41,712130,AWBURY ARBORETUM,AWBURY ARBORETUM ASSOCIATION INC,,,1 AWBURY RD,PHILADELPHIA,PA,19138-1505,19138,,,,,,2158492855,HTTP://AWBURY.ORG/,201306,4,367246,367246,1 AWBURY RD,PHILADELPHIA,PA,198507,198507,07,1985,-75.16904,40.04854,1 AWBURY RD,PHILADELPHIA,PA,19138-1505,19138
8404200453,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A51,712110,PHILADELPHIA MUSEUM OF ART,PHILADELPHIA MUSEUM OF ART,,,PO BOX 7646,PHILADELPHIA,PA,19101-7646,19101,2600 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19101-7646,19101,2157638100,HTTP://WWW.PHILAMUSEUM.ORG,201306,9,148647035,82564750,PO BOX 7646,PHILADELPHIA,PA,194310,194310,10,1943,-75.1794,39.96472,2600 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19101-7646,19101
8404200456,SCI,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,PLANETARIUM,A25,712110,FRANKLIN INSTITUTE,FRANKLIN INSTITUTE,INCL: FELS PLANETARIUM,,222 N 20TH ST,PHILADELPHIA,PA,19103-1115,19103,,,,,,2154481200,HTTPS://WWW.FI.EDU/,201312,8,46199859,35616050,222 N 20TH ST,PHILADELPHIA,PA,192812,192812,12,1928,-75.1724,39.95775,222 N 20TH ST,PHILADELPHIA,PA,19103-1115,19103
8404200563,CMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A52,712110,PLEASE TOUCH MUSEUM,PLEASE TOUCH MUSEUM,,,4231 AVE OF THE REPUBLIC AVE,PHILADELPHIA,PA,19131-3719,19131,,,,,,2155813181,HTTP://WWW.PLEASETOUCHMUSEUM.ORG,201309,8,21807887,9514220,4231 AVE OF THE REPUBLIC,PHILADELPHIA,PA,197911,197911,11,1979,-75.21214,39.97953,4231 AVE OF THE REPUBLIC,PHILADELPHIA,PA,19131-3719,19131
8404200571,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712110,WYCK HOUSE,WYCK ASSOCIATION,,,6026 GERMANTOWN AVE,PHILADELPHIA,PA,19144-2112,19144,,,,,,2158481690,,201312,5,657624,371206,6026 GERMANTOWN AVE,PHILADELPHIA,PA,198008,198008,08,1980,-75.17869,40.03972,6026 GERMANTOWN AVE,PHILADELPHIA,PA,19144-2112,19144
8404200647,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712110,NATIONAL CONSTITUTION CENTER,NATIONAL CONSTITUTION CENTER,,,525 ARCH ST,PHILADELPHIA,PA,19106-1514,19106,,,,,,2154096600,HTTP://CONSTITUTIONCENTER.ORG/,201409,8,24718196,22443988,525 ARCH ST,PHILADELPHIA,PA,198703,198703,03,1987,-75.14882,39.95271,525 ARCH ST,PHILADELPHIA,PA,19106-1514,19106
8404200749,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712110,INSTITUTE FOR BIBLICAL AND SCIENTIFIC STUDIES,THE INSTITUTE FOR BIBLICAL AND SCIENTIFIC STUDIES,,,2424 E HAGERT ST,PHILADELPHIA,PA,19125-3031,19125,2424 E HAGERT ST,PHILADELPHIA,PA,19125-3031,19125,2154237374,,201312,3,45138,22057,2424 E HAGERT ST,PHILADELPHIA,PA,199504,199504,04,1995,-75.12335,39.97821,2424 E HAGERT ST,PHILADELPHIA,PA,19125-3031,19125
8404200963,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712110,ATWATER KENT MUSEUM,ATWATER KENT MUSEUM,,,15 S 7TH ST,PHILADELPHIA,PA,19106-2313,19106,,,,,,2158431713,HTTP://WWW.PHILADELPHIAHISTORY.ORG,,0,,,15 S 7TH ST,PHILADELPHIA,PA,198207,198207,07,1982,-75.15203,39.95035,15 S 7TH ST,PHILADELPHIA,PA,19106-2313,19106
8404201548,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,ROMANIAN FOLK ART MUSEUM,ROMANIAN FOLK ART MUSEUM,,,1606 SPRUCE STREET,PHILADELPHIA,PA,19103,19103,,,,,,,HTTP://ROMANIANCULTURE.US,201407,0,0,0,1606 SPRUCE STREET,PHILADELPHIA,PA,198405,198405,05,1984,-75.16842,39.94726,1606 SPRUCE STREET,PHILADELPHIA,PA,19103-6739,19103
8404201650,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712110,MUSEUM OF NURSING HISTORY,MUSEUM OF NURSING HISTORY,MUSEUM OF NURSING HISTORY,,1900 W OLNEY AVENUE,PHILADELPHIA,PA,19141,19141,,,,,,2158314760,HTTP://WWW.NURSINGHISTORY.ORG,201412,0,0,0,1900 W OLNEY AVE,PHILADELPHIA,PA,201402,201402,02,2014,-75.15246,40.03947,1900 W OLNEY AVE,PHILADELPHIA,PA,19141-1108,19141
8404201693,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,WELLS FARGO HISTORY MUSEUM,WELLS FARGO HISTORY MUSEUM,,,123 SOUTH BROAD STREET,PHILADELPHIA,PA,10190,10190,123 SOUTH BROAD STREET,PHILADELPHIA,PA,10190,10190,2156706123,,,,,,,,,,,,,-75.1638,39.95065,123 SOUTH BROAD STREET,PHILADELPHIA,PA,10190,10190
8409401154,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,712120,MUSEUM OF THE AMERICAN REVOLUTION,NATIONAL CENTER FOR THE AMERICAN REVOLUTION,THE AMERICAN REVOLUTION CENTER,,123 CHESTNUT ST SUITE 401,PHILADELPHIA,PA,19106,19106,123 CHESTNUT ST SUITE 401,PHILADELPHIA,PA,19106,19106,,HTTP://WWW.AMREVMUSEUM.ORG,,,,,,,,200301,200301,01,2003,-75.14361,39.94852,123 CHESTNUT ST SUITE 401,PHILADELPHIA,PA,19106,19106
8409500146,ZAW,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,D50,712130,PHILADELPHIA ZOO,PHILADELPHIA ZOO,,,3400 WEST GIRARD AVENUE,PHILADELPHIA,PA,19104-1196,19104,3400 WEST GIRARD AVENUE,PHILADELPHIA,PA,19104-1196,19104,2152431100,HTTP://WWW.PHILADELPHIAZOO.ORG,201402,9,67543924,48422307,3400 W GIRARD AVE,PHILADELPHIA,PA,194210,194210,10,1942,-75.19549,39.97509,3400 WEST GIRARD AVENUE,PHILADELPHIA,PA,19104-1196,19104
8409500590,SCI,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,KUTZTOWN UNIVERSITY PLANETARIUM,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,15200 KUTZTOWN ROAD,KUTZTOWN,PA,19530,19530,,,,,,6106834000,HTTP://WWW2.KUTZTOWN.EDU/ABOUT-KU/ADMINISTRATIVE-OFFICES/PLANETARIUM.HTM,201306,9,14857041004,0,3451 WALNUT ST RM 308,PHILADELPHIA,PA,194010,194010,10,1940,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104
8409500804,SCI,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,PLANETARIUM,PLANETARIUM,,,211 S COLUMBUS BLVD & WALNUT ST,PHILADELPHIA,PA,19106,19106,211 S COLUMBUS BLVD & WALNUT ST,PHILADELPHIA,PA,19106,19106,,HTTP://WWW.PHILLYSEAPORT.ORG,,,,,,,,,,,,-75.14765,39.94998,211 S COLUMBUS BLVD & WALNUT ST,PHILADELPHIA,PA,19106,19106
8409501097,NAT,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,ACADEMY OF NATURAL SCIENCES OF DREXEL UNIVERSITY,DREXEL UNIVERSITY,,,1900 BENJAMIN FRANKLIN PARKWAY,PHILADELPHIA,PA,19103,19103,,,,,,2152991000,HTTP://WWW.ANSP.ORG/,201306,9,1014902481,938599729,3201 ARCH ST STE 400,PHILADELPHIA,PA,192708,192708,08,1927,-75.18805,39.95789,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,19104
8409501191,NAT,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,UNIVERSITY PENNSYLVANIA MUSEUM OF ARCHAEOLOGY AND ANTHROPOLOGY,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,3260 SOUTH ST,PHILADELPHIA,PA,19104,19104,,,,,,2158984000,HTTP://WWW.PENN.MUSEUM/,201306,9,14857041004,0,3451 WALNUT ST RM 308,PHILADELPHIA,PA,194010,194010,10,1940,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104
8409501225,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,611310,MARVIN SAMSON CENTER FOR THE HISTORY OF PHARMACY,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,,,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,19104,,,,,,2155968721,HTTP://WWW.USCIENCES.EDU/MUSEUM/,201406,9,144323204,127844381,600 S 43RD ST,PHILADELPHIA,PA,198206,198206,06,1982,-75.20704,39.94689,600 S 43RD ST,PHILADELPHIA,PA,19104-4495,19104
8409501244,HST,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,WEAVER HISTORICAL DENTAL MUSEUM,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,,,3223 NORTH BROAD STREET,PHILADELPHIA,PA,19140,19140,,,,,,2157072816,,201306,9,2148727000,1404695000,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,192608,192608,08,1926,-75.14631,39.97592,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,19122-0000,19122
8409502356,BOT,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,MORRIS ARBORETUM OF THE UNIVERSITY OF PENNSLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,100 E NORTHWESTERN AVE,PHILADELPHIA,PA,19118,19118,,,,,,2152475777,,201306,9,14857041004,0,3451 WALNUT ST RM 308,PHILADELPHIA,PA,194010,194010,10,1940,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104
8409502794,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,ARTHUR ROSS GALLERY,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,34TH & SPRUCE STREET,PHILADELPHIA,PA,19104,19104,,,,,,,,201306,9,14857041004,0,3451 WALNUT ST RM 308,PHILADELPHIA,PA,194010,194010,10,1940,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104
8409502808,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,MULTIPLE GALLERIES,B5X,611310,GALLERIES AT MOORE COLLEGE OF ART AND DESIGN,MOORE COLLEGE OF ART AND DESIGN,,,20TH AND THE PARKWAY,PHILADELPHIA,PA,19103,19103,,,,,,,,201406,8,22682057,23400556,20TH STREET AND THE PARK,PHILADELPHIA,PA,193412,193412,12,1934,-75.17835,39.94712,20TH STREET AND THE PARK,PHILADELPHIA,PA,19103-0000,19103
8409503098,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,DWIGHT V. DOWLEY GALLERY,CHESNUT HILL COLLEGE OF THE SISTERS OF ST JOSEPH,,,9601 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,19118,,,,,,2152487042,,201406,9,55742530,53757627,9601 GERMANTOWN AVE,PHILADELPHIA,PA,194111,194111,11,1941,-75.22657,40.08427,9601 GERMANTOWN AVE,PHILADELPHIA,PA,19118-2643,19118
8409503120,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,ELKINS PARK CAMPUS GALLERY,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,,,1801 NORTH BROAD STREET,PHILADELPHIA,PA,19122,19122,,,,,,,HTTP://TYLER.TEMPLE.EDU/,201306,9,2148727000,1404695000,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,192608,192608,08,1926,-75.14631,39.97592,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,19122-0000,19122
8409503312,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,GILROY ROBERTS GALLERY,GILROY ROBERTS GALLERY,,,1700 SPRING GARDEN STREET,PHILADELPHIA,PA,19130,19130,,,,,,2157518042,HTTP://WWW.CCP.EDU/CAMPUS-LIFE/ART-AROUND-COLLEGE/GILROY-ROBERTS-GALLERY,,,,,,,,,,,,-75.16627,39.9629,1700 SPRING GARDEN STREET,PHILADELPHIA,PA,19130,19130
8409503445,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,INSTITUTE OF CONTEMPORARY ART,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,34TH & SPRUCE STREET,PHILADELPHIA,PA,19104,19104,,,,,,,,201306,9,14857041004,0,3451 WALNUT ST RM 308,PHILADELPHIA,PA,194010,194010,10,1940,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104
8409503554,ART,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B43,611310,LA SALLE UNIVERSITY ART MUSEUM,LA SALLE UNIVERSITY,,,1900 WEST OLNEY AVENUE,PHILEDELPHIA,PA,19141,19141,,,,,,2159511221,,201405,9,222169070,201702793,1900 W OLNEY AVE,PHILADELPHIA,PA,194403,194403,03,1944,-75.15246,40.03947,1900 W OLNEY AVE,PHILADELPHIA,PA,19141-1108,19141
